NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
4136,crc,uwadalksvdhce,13,01110101011101110110000101100100011000010110110001101011011100110111011001100100011010000110001101100101,104,0111010101110111011000010110010001100001011011000110101101110011011101100110010001101000011000110110010110001110011010100000100111101111,136,0111010101110101011000010110010011100001011011000110101101110011011101100110010001111000011000110110010110001110011010100000100111101111,0.01,3
4137,crc,kzbgahj,7,01101011011110100110001001100111011000010110100001101010,56,0110101101111010011000100110011101100001011010000110101010110010001100011100101010101111,88,0110101101111010011000100110011101100001011011000110101010110010001100011100101010101111,0.01,1
4138,crc,tumipyiahvflzy,14,0111010001110101011011010110100101110000011110010110100101100001011010000111011001100110011011000111101001111001,112,011101000111010101101101011010010111000001111001011010010110000101101000011101100110011001101100011110100111100101100001010101110001100110100101,144,011101000111010101101101011010010111000001111001011010010110000101101000011101100110011001101100011110100111100101100001010101110001100110100101,0.01,0
4139,crc,prrpl,5,0111000001110010011100100111000001101100,40,011100000111001001110010011100000110110011000010100010001001011101111110,72,011100000111001001110010011100000110110011000010100010001001011101111110,0.01,0
4140,crc,okfqf,5,0110111101101011011001100111000101100110,40,011011110110101101100110011100010110011011101111110010000101110011001011,72,011011110110001101100110011100010110011011101111110010000101110011001011,0.01,1
4141,crc,iibghvbnxeb,11,0110100101101001011000100110011101101000011101100110001001101110011110000110010101100010,88,011010010110100101100010011001110110100001110110011000100110111001111000011001010110001001111001101010101101100001010110,120,011010010110100101100010011001110110100001110110011000100110111001111000011001010110001001111001101010101101100001010110,0.01,0
4142,crc,hvfidezres,10,01101000011101100110011001101001011001000110010101111010011100100110010101110011,80,0110100001110110011001100110100101100100011001010111101001110010011001010111001111101010011011111100000001110100,112,0110100001110110111001100111100101100100011001010111101001110010011001010111001111101010011011011100000001111100,0.01,4
4143,crc,ryoidsvuyc,10,01110010011110010110111101101001011001000111001101110110011101010111100101100011,80,0111001001111001011011110110100101100100011100110111011001110101011110010110001101000001111011001000001110001001,112,0111001001111001011011110110100101100100011100110111011001110101011110010110001101000001111011001000001110001001,0.01,0
4144,crc,jbmcxtycfqguggu,15,011010100110001001101101011000110111100001110100011110010110001101100110011100010110011101110101011001110110011101110101,120,01101010011000100110110101100011011110000111010001111001011000110110011001110001011001110111010101100111011001110111010100101000110001011100100111110010,152,01101010011000100110110101100011001110000111010001111001011000110110011001110001011001110111010101100111011001110111010100101000110001011100100111110010,0.01,1
4145,crc,wvpzvo,6,011101110111011001110000011110100111011001101111,48,01110111011101100111000001111010011101100110111101000111010001100110011000010110,80,01110111011101100110000001111010011101100110111101000111010001100110010000010110,0.01,2
4146,crc,omsqrwdvbyqfiep,15,011011110110110101110011011100010111001001110111011001000111011001100010011110010111000101100110011010010110010101110000,120,01101111011011010111001101110001011100100111011101100100011101100110001001111001011100010110011001101001011001010111000001111110100010101110010001000010,152,01101111011011010110001101110001001100100111011101100100011101100110001001111001011100011110001001101001011001010111000001111110100010101110010001000010,0.01,4
4147,crc,ccwvuik,7,01100011011000110111011101110110011101010110100101101011,56,0110001101100011011101110111011001110101011010010110101110010000100100011111010111101000,88,0110001101100011011101110111011001110101011010010110101110010000100100011111010111101000,0.01,0
4148,crc,ygbjvxbshel,11,0111100101100111011000100110101001110110011110000110001001110011011010000110010101101100,88,011110010110011101100010011010100111011001111000011000100111001101101000011001010110110000000110100101101011111000101001,120,011110010110011101100010011010100111011001111000011000100111001101101000011001010110110000000110100101101011111000101001,0.01,0
4149,crc,ffgaofrljnlrg,13,01100110011001100110011101100001011011110110011001110010011011000110101001101110011011000111001001100111,104,0110011001100110011001110110000101101111011001100111001001101100011010100110111001101100011100100110011100110111001100011011110101100001,136,0110011001100110011000110110000101101111011001100111001001111100011010100110111001101100011100100110011100110111001100011011110101110001,0.01,3
4150,crc,asdwrvnnbe,10,01100001011100110110010001110111011100100111011001101110011011100110001001100101,80,0110000101110011011001000111011101110010011101100110111001101110011000100110010110101010001101001111101110000001,112,0110000101110011011001000111011101110010011101100110111001101110011000000110010110101010001101001111101110000001,0.01,1
4151,crc,vktjauujvm,10,01110110011010110111010001101010011000010111010101110101011010100111011001101101,80,0111011001101011011101000110101001100001011101010111010101101010011101100110110101100000011010100110000010011100,112,0111011001101011011101000110101001100001011101010111010101101010011101100110110101100000011010100110000010011100,0.01,0
4152,crc,nhlxh,5,0110111001101000011011000111100001101000,40,011011100110100001101100011110000110100011111011111100001100100100001101,72,011011100110100001101100011110100110100011111011111100001100100100001101,0.01,1
4153,crc,unintfdibaxa,12,011101010110111001101001011011100111010001100110011001000110100101100010011000010111100001100001,96,01110101011011100110100101101110011101000110011001100100011010010110001001100001011110000110000110111110100111110111101001010011,128,01110100011001100111100101001110011101000110011001100100011010010100001001100001011110000110000110111110100111110111101001010011,0.01,5
4154,crc,ezqvh,5,0110010101111010011100010111011001101000,40,011001010111101001110001011101100110100011111100010011010111101010100101,72,011001010111101001110001010101100110100011111100010011010111101010100101,0.01,1
4155,crc,voqafdopqiwcwsa,15,011101100110111101110001011000010110011001100100011011110111000001110001011010010111011101100011011101110111001101100001,120,01110110011011110111000101100001011001100110010001101111011100000111000101101001011101110110001101110111011100110110000111011010110100100111000010000101,152,01110110011011110111000101100001001001100110010001101111011100000111000101101001011101110110001101110111011100110110000110011010110100100111000010000101,0.01,2
4156,crc,hxlpthzdbchuuca,15,011010000111100001101100011100000111010001101000011110100110010001100010011000110110100001110101011101010110001101100001,120,01101000011110000110110001110000011101000110100001111010011001000110001001100011011010000111010101110101011000110110000111001111000000111100100001010101,152,01101000011110000110110001110000011101000110100001111010111001000110001001100011011010000111010101110101011000110110000111001111000000111100100001010101,0.01,1
4157,crc,gufvcvz,7,01100111011101010110011001110110011000110111011001111010,56,0110011101110101011001100111011001100011011101100111101001010011100100000111111111100001,88,0110011101110101011001100111011001000011011101100111101001010011100100000111111111100001,0.01,1
4158,crc,fdfohbpjcodh,12,011001100110010001100110011011110110100001100010011100000110101001100011011011110110010001101000,96,01100110011001000110011001101111011010000110001001110000011010100110001101101111011001000110100011101100111100111100011110101001,128,01100110011001000110111001101111011010000110001001110000011010100110001101101111011001000110100011101100111100111100001110101001,0.01,2
4159,crc,osyjpmdblywzh,13,01101111011100110111100101101010011100000110110101100100011000100110110001111001011101110111101001101000,104,0110111101110011011110010110101001110000011011010110010001100010011011000111100101110111011110100110100000111010111100110010000110100011,136,0110111101110011011110010110101001110000010011010110010001100010011011000111100101110111011110100110100000111010111100110010000110100011,0.01,1
4160,crc,drsplyivoj,10,01100100011100100111001101110000011011000111100101101001011101100110111101101010,80,0110010001110010011100110111000001101100011110010110100101110110011011110110101011111001110000000111111110101101,112,0110110001110010011100110111000001101100011110010110100101110110011011110110100011111001110000000111111110101101,0.01,2
4161,crc,cglmsyburli,11,0110001101100111011011000110110101110011011110010110001001110101011100100110110001101001,88,011000110110011101101100011011010111001101111001011000100111010101110010011011000110100110000100110111100011101001010011,120,011000110110011101101100011011010111001101111001011000100111010101110010011011000110100110000100110111100011101001010011,0.01,0
4162,crc,jntyyw,6,011010100110111001110100011110010111100101110111,48,01101010011011100111010001111001011110010111011110110001010011100000011010000111,80,01101010011011100111010001111001011110010111011110110001010011100000011010000111,0.01,0
4163,crc,bnspylrdiozs,12,011000100110111001110011011100000111100101101100011100100110010001101001011011110111101001110011,96,01100010011011100111001101110000011110010110110001110010011001000110100101101111011110100111001110011100111010110010000010001011,128,01100010011011100111001101110000011110010110110001110010011001000110100101101111011110100101001110011100111010110010000010001011,0.01,1
4164,crc,zkazyzaqavvu,12,011110100110101101100001011110100111100101111010011000010111000101100001011101100111011001110101,96,01111010011010110110000101111010011110010111101001100001011100010110000101110110011101100111010111101011000001000101011110011010,128,01111010011010110110000101111010011110010111101001100001011100010110000101110110011101100101010111101011000001000101011110011010,0.01,1
4165,crc,bxuzux,6,011000100111100001110101011110100111010101111000,48,01100010011110000111010101111010011101010111100000110100010011010110110101101001,80,01100010011110000111010101111010011101010111100000110100010011010110110101101001,0.01,0
4166,crc,ieekgfxjgtlb,12,011010010110010101100101011010110110011101100110011110000110101001100111011101000110110001100010,96,01101001011001010110010101101011011001110110011001111000011010100110011101110100011011000110001010011111000100110110000100010101,128,01101001011001010110010101101011011001110110011001111000011010100110011101110100111011000110001010011111000100110110000100010101,0.01,1
4167,crc,hiogylomnrluf,13,01101000011010010110111101100111011110010110110001101111011011010110111001110010011011000111010101100110,104,0110100001101001011011110110011101111001011011000110111101101101011011100111001001101100011101010110011001011100110110000101111010001100,136,0110100001101001011011110110011101111001011011000110111101101101011011100111001001101100011101010110011001011100110110001101111010001100,0.01,1
4168,crc,bjjuwddcpllf,12,011000100110101001101010011101010111011101100100011001000110001101110000011011000110110001100110,96,01100010011010100110101001110101011101110110010001100100011000110111000001101100011011000110011010100010110001100010101011010111,128,01100010011010100110101001110101011101110110010001100100011000110111010001101100011011000110011010100010110001100010101011010111,0.01,1
4169,crc,uqaxuashymn,11,0111010101110001011000010111100001110101011000010111001101101000011110010110110101101110,88,011101010111000101100001011110000111010101100001011100110110100001111001011011010110111011010101101101011101001011010011,120,011101010111000101100001111110000111010101100001011100110110100001111001011011010110111011010101101101011101001011010011,0.01,1
4170,crc,wygfewunie,10,01110111011110010110011101100110011001010111011101110101011011100110100101100101,80,0111011101111001011001110110011001100101011101110111010101101110011010010110010100011101110100110000001011101111,112,0111011101111001011001110110011001100101011101110111010101101110011010010110010100010101110100110000001011101111,0.01,1
4171,crc,xrjepmar,8,0111100001110010011010100110010101110000011011010110000101110010,64,011110000111001001101010011001010111000001101101011000010111001001110000000000001111001001010110,96,011110001111001001001010011001010111000001101111011000010111001001110000000000001111001001010110,0.01,3
4172,crc,emtkwwhn,8,0110010101101101011101000110101101110111011101110110100001101110,64,011001010110110101110100011010110111011101110111011010000110111011001001011000010001111000011000,96,011001011110110101110100011010110111011101110111011010000110111011001001011000010001111000011000,0.01,1
4173,crc,ehoqirpusdgk,12,011001010110100001101111011100010110100101110010011100000111010101110011011001000110011101101011,96,01100101011010000110111101110001011010010111001001110000011101010111001101100100011001110110101110101110110011000001001110110011,128,01100101011010000110111111110001011010010111001001110000011101010111001101100100011001110110101110101010110011000001001110110011,0.01,2
4174,crc,hiqkvpnqcfkioeu,15,011010000110100101110001011010110111011001110000011011100111000101100011011001100110101101101001011011110110010101110101,120,01101000011010010111000101101011011101100111000001101110011100010110001101100110011010110110100101101111011001010111010111100101100110011001001101011011,152,01101000011010010110000101101011011101100111000001101110111100010110001101100110011010110111100101101111011001010111010111101101100110011001001101011011,0.01,4
4175,crc,bxlwzeou,8,0110001001111000011011000111011101111010011001010110111101110101,64,011000100111100001101100011101110111101001100101011011110111010110010100001110111010111011110101,96,011000100111100001101100011101110111101001100101011011110111010110010100001110111010111011110101,0.01,0
4176,crc,rsthsobpdr,10,01110010011100110111010001101000011100110110111101100010011100000110010001110010,80,0111001001110011011101000110100001110011011011110110001001110000011001000111001010100100110010110010100110110011,112,0111001001110011011101000110100001110011011011110110001001110000011001000111001010100100110010110010100110110011,0.01,0
4177,crc,cebxwjaee,9,011000110110010101100010011110000111011101101010011000010110010101100101,72,01100011011001010110001001111000011101110110101001100001011001010110010110010011100110100101010111101010,104,01100011011001010110001001111000011101110110101001100001011001010110010110010011100110100101010111101010,0.01,0
4178,crc,bneyff,6,011000100110111001100101011110010110011001100110,48,01100010011011100110010101111001011001100110011000010010010100101001101001111100,80,01100010011011100110010101111001011011100110011000010010010100101001101001011000,0.01,3
4179,crc,kllskloxh,9,011010110110110001101100011100110110101101101100011011110111100001101000,72,01101011011011000110110001110011011010110110110001101111011110000110100000000110110011010111111110110011,104,01101011011011000110110001110011011010110110110001101111001110000110100000000110110011010111111110110011,0.01,1
4180,crc,erwfzcnwefi,11,0110010101110010011101110110011001111010011000110110111001110111011001010110011001101001,88,011001010111001001110111011001100111101001100011011011100111011101100101011001100110100101100101101110010110011010011101,120,011001010011001001110111011001100111101001100011011011100111011101100101011001100110100101100101101110010110011010011101,0.01,1
4181,crc,mklqczwre,9,011011010110101101101100011100010110001101111010011101110111001001100101,72,01101101011010110110110001110001011000110111101001110111011100100110010111100001101100111000101101010110,104,01101101011010110110110001110001011000110111101001110111011100100110010111100001101100111000101101010110,0.01,0
4182,crc,irdazergziam,12,011010010111001001100100011000010111101001100101011100100110011101111010011010010110000101101101,96,01101001011100100110010001100001011110100110010101110010011001110111101001101001011000010110110101111110111100110101010011110000,128,01101001011100100110010001100001011110100110010101110010010001110111101001101001011000011110110101111110111100110101010011110000,0.01,2
4183,crc,zspstqiewkco,12,011110100111001101110000011100110111010001110001011010010110010101110111011010110110001101101111,96,01111010011100110111000001110011011101000111000101101001011001010111011101101011011000110110111111010000100101001111101110010011,128,01111010011100110111000001110011011101000111000101101001011001010111011101101011011000110110111111010000100101001111101110010011,0.01,0
4184,crc,tjrqsuh,7,01110100011010100111001001110001011100110111010101101000,56,0111010001101010011100100111000101110011011101010110100000111011001000111100000111111100,88,0111010001101010011100100111000101110011011101010110100000111111001000111100000111111100,0.01,1
4185,crc,tlegivoymvzo,12,011101000110110001100101011001110110100101110110011011110111100101101101011101100111101001101111,96,01110100011011000110010101100111011010010111011001101111011110010110110101110110011110100110111111010101000010101110110001111011,128,01110100011011000110010101000111011010010111011001101111011110010110110101110110011110100110111111010101001010101110110001111011,0.01,2
4186,crc,uxkwsgqgq,9,011101010111100001101011011101110111001101100111011100010110011101110001,72,01110101011110000110101101110111011100110110011101110001011001110111000111111100000100001101011001111111,104,01110101011110000110101101110111011100111110011101110001011001110111000111111100000100101101011001111111,0.01,2
4187,crc,jqexahpd,8,0110101001110001011001010111100001100001011010000111000001100100,64,011010100111000101100101011110000110000101101000011100000110010001011111001100110101101100101011,96,011010100111000101100101011110000110000101101000011100000110010001011111001100110101101110101011,0.01,1
4188,crc,ondrqicylx,10,01101111011011100110010001110010011100010110100101100011011110010110110001111000,80,0110111101101110011001000111001001110001011010010110001101111001011011000111100011001001111010000001111100110001,112,0110111101101110011001000111001101110001011010010110001101111001011011000111100011001001111010000001111100110001,0.01,1
4189,crc,pejqtkzbr,9,011100000110010101101010011100010111010001101011011110100110001001110010,72,01110000011001010110101001110001011101000110101101111010011000100111001000110001110010100111011011010101,104,01110000011001010110101001110001011101000110101101111010011000100101001000110001110010100111011011010101,0.01,1
4190,crc,gmafelqpztjk,12,011001110110110101100001011001100110010101101100011100010111000001111010011101000110101001101011,96,01100111011011010110000101100110011001010110110001110001011100000111101001110100011010100110101101010010101110100000001011011011,128,01100111011011010110000101100110011001010110110001110001011100000111101001110100011010100110101101010010101110100000001011011011,0.01,0
4191,crc,jytymheebohsk,13,01101010011110010111010001111001011011010110100001100101011001010110001001101111011010000111001101101011,104,0110101001111001011101000111100101101101011010000110010101100101011000100110111101101000011100110110101111110001000010000010010111101111,136,0110101001111001011101000111100101101101011000000110010101100101010000100110111101101000011100110110101111110001000010000010010111101111,0.01,2
4192,crc,lnnbeuyxq,9,011011000110111001101110011000100110010101110101011110010111100001110001,72,01101100011011100110111001100010011001010111010101111001011110000111000110010001011111010000010001100110,104,01101100011001100110111001100010011001010111010101111001011110000111000110010001011111010000010001100110,0.01,1
4193,crc,ugixasgnwfe,11,0111010101100111011010010111100001100001011100110110011101101110011101110110011001100101,88,011101010110011101101001011110000110000101110011011001110110111001110111011001100110010101010111111000011101100111111110,120,011111010110011100101001011110000110000101110011011001110110111001110111011001100110010101010111111000011101100111111110,0.01,2
4194,crc,avlgqsiuxvb,11,0110000101110110011011000110011101110001011100110110100101110101011110000111011001100010,88,011000010111011001101100011001110111000101110011011010010111010101111000011101100110001011101110101000101101000001010111,120,011000010111011001101110011001110111000101110011011010010111010101111000011101100110001011101110101000101101000001010111,0.01,1
4195,crc,lnouohrvw,9,011011000110111001101111011101010110111101101000011100100111011001110111,72,01101100011011100110111101110101011011110110100001110010011101100111011110111010101011111100110101001000,104,01101100011011100110111101110101011011110110100000110010011101100111011110111010100011111100110101001000,0.01,2
4196,crc,pgixfkq,7,01110000011001110110100101111000011001100110101101110001,56,0111000001100111011010010111100001100110011010110111000110110011000011011110100110101100,88,0111000001100111011010010111100001100110011010110111000110110011000011011100100110101100,0.01,1
4197,crc,hhwhusmfyink,12,011010000110100001110111011010000111010101110011011011010110011001111001011010010110111001101011,96,01101000011010000111011101101000011101010111001101101101011001100111100101101001011011100110101110100111101101010011110011010010,128,01101000011010000111011101101000011101010111001101101101011001100111100101101001011011100110101110100111101101010011110011010010,0.01,0
4198,crc,kaecrbpbpke,11,0110101101100001011001010110001101110010011000100111000001100010011100000110101101100101,88,011010110110000101100101011000110111001001100010011100000110001001110000011010110110010111010111110100010101001110010010,120,011010110110000101100101011000110111001001100010011100000110001001110000011010110110010111010111110100010101001110010010,0.01,0
4199,crc,fuetcfzpcvwr,12,011001100111010101100101011101000110001101100110011110100111000001100011011101100111011101110010,96,01100110011101010110010101110100011000110110011001111010011100000110001101110110011101110111001011101011101111010000111100011010,128,01100110011101010110010101110100011000110110011001111010011100000110001101110110011101110111001011101011101111010000111100011010,0.01,0
4200,crc,uwsbhjjadgmbmzr,15,011101010111011101110011011000100110100001101010011010100110000101100100011001110110110101100010011011010111101001110010,120,01110101011101110111001101100010011010000110101001101010011000010110010001100111011011010110001001101101011110100111001011100110011100101101011000111100,152,01110101011101110111001101100010011010000110101001101010011000010110010001100111011011010110001001101101011110100111001011100110011100101101011000111100,0.01,0
4201,crc,dtwqvlzeabyb,12,011001000111010001110111011100010111011001101100011110100110010101100001011000100111100101100010,96,01100100011101000111011101110001011101100110110001111010011001010110000101100010011110010110001010100101111111011101110011100001,128,01100100011101000111010101110001011101100110110001111010011001010110000101100010011110010110001011100101111111011101110011101001,0.01,3
4202,crc,lytppr,6,011011000111100101110100011100000111000001110010,48,01101100011110010111010001110000011100000111001000011011101011101101101001000001,80,01101100011110010111010001110000010100000111001000011011101011100101101001000001,0.01,2
4203,crc,ishjssledjzzrfp,15,011010010111001101101000011010100111001101110011011011000110010101100100011010100111101001111010011100100110011001110000,120,01101001011100110110100001101010011100110111001101101100011001010110010001101010011110100111101001110010011001100111000011101110010001110110000111010110,152,01101001011100110110100001101010011100110111101101101100011001010110010001101010011110100111101001110010011001100111000011101110010001100110000111010110,0.01,2
4204,crc,rerawhniwbapnv,14,0111001001100101011100100110000101110111011010000110111001101001011101110110001001100001011100000110111001110110,112,011100100110010101110010011000010111011101101000011011100110100101110111011000100110000101110000011011100111011011011000100010100100010001010001,144,011100100110010101110010011000010111011101101000011011100110100101110111011000100110000101110000011011100111011011011000000010100100010001010001,0.01,1
4205,crc,lhoxbdgkgzxfn,13,01101100011010000110111101111000011000100110010001100111011010110110011101111010011110000110011001101110,104,0110110001101000011011110111100001100010011001000110011101101011011001110111101001111000011001100110111001110101000110000100000011100001,136,0110110001101000011011110111100001100010011001000110011101101011011001110111101001111000011001100110111001110101000110000100000011100001,0.01,0
4206,crc,jmaxwssul,9,011010100110110101100001011110000111011101110011011100110111010101101100,72,01101010011011010110000101111000011101110111001101110011011101010110110011011100100110010010011101100111,104,01101010011011010110000101111000011101110111001101110011011101010110110011011100100110010010011101100111,0.01,0
4207,crc,wjaejz,6,011101110110101001100001011001010110101001111010,48,01110111011010100110000101100101011010100111101010010110001000110111000110010100,80,01110111011010100110000101100111011010100111101010010110001000110111000110010100,0.01,1
4208,crc,dxcrhjpzao,10,01100100011110000110001101110010011010000110101001110000011110100110000101101111,80,0110010001111000011000110111001001101000011010100111000001111010011000010110111111110001111110010100001000000101,112,0110010001111000011000110111001001101000011010100111000001111010011000010110111111110001111110010100001000000101,0.01,0
4209,crc,kjhkpars,8,0110101101101010011010000110101101110000011000010111001001110011,64,011010110110101001101000011010110111000001100001011100100111001100111011000011111000000100111101,96,011010110110101001101000011010110111000001100001011100100111001100111011000011111000000100111101,0.01,0
4210,crc,myqnrmjonvh,11,0110110101111001011100010110111001110010011011010110101001101111011011100111011001101000,88,011011010111100101110001011011100111001001101101011010100110111101101110011101100110100011011111001111010010010110010001,120,011011010111100101110001011011100111001001101101011010100110111101101110011101100110100011011111001111010010010110010001,0.01,0
4211,crc,inlanacmpgepwph,15,011010010110111001101100011000010110111001100001011000110110110101110000011001110110010101110000011101110111000001101000,120,01101001011011100110110001100001011011100110000101100011011011010111000001100111011001010111000001110111011100000110100001101111011111000100101101011010,152,01101001011011100110110001100001011011100110000101100011011011010111000001100111011001010111000001110111011100000110100001101111011111000100101101011010,0.01,0
4212,crc,lebhkwneswnuht,14,0110110001100101011000100110100001101011011101110110111001100101011100110111011101101110011101010110100001110100,112,011011000110010101100010011010000110101101110111011011100110010101110011011101110110111001110101011010000111010001011110110100000011011010000101,144,011011000110010101100010011010000110101101110111011011100110010101110011011101110110111001110101011010000111010001011110110100000011011010000101,0.01,0
4213,crc,qbovqiib,8,0111000101100010011011110111011001110001011010010110100101100010,64,011100010110001001101111011101100111000101101001011010010110001000010101110001110101110010000111,96,011100010110001001101111011101100111000101101001011010010110001000010101110001110101110010000111,0.01,0
4214,crc,bgxllarmo,9,011000100110011101111000011011000110110001100001011100100110110101101111,72,01100010011001110111100001101100011011000110000101110010011011010110111101101011011100001001101001110100,104,01100010011001110111100001101100011011000110000101110010011011010110111101101011011100001001101001110100,0.01,0
4215,crc,lfdjkstt,8,0110110001100110011001000110101001101011011100110111010001110100,64,011011000110011001100100011010100110101101110011011101000111010011101100010011001001111000111110,96,011011000110011001100100011010100110101101110011011101000111000011101100010011001001111000111110,0.01,1
4216,crc,kxryw,5,0110101101111000011100100111100101110111,40,011010110111100001110010011110010111011111100001101000101010001100101100,72,011010110111100001110010011110010111011111100001101000101010001100101100,0.01,0
4217,crc,wahvjrr,7,01110111011000010110100001110110011010100111001001110010,56,0111011101100001011010000111011001101010011100100111001001110110010111110110101101111010,88,0111011101100011011010000111011001101010011100100111001001110110010111110010101101111010,0.01,2
4218,crc,nduwolqggp,10,01101110011001000111010101110111011011110110110001110001011001110110011101110000,80,0110111001100100011101010111011101101111011011000111000101100111011001110111000010100001100101100100110010001111,112,0110111001100100011101010111011101101111011011000111000101100011011001110111000010100001100101100100110010001111,0.01,1
4219,crc,clgjvqnbmz,10,01100011011011000110011101101010011101100111000101101110011000100110110101111010,80,0110001101101100011001110110101001110110011100010110111001100010011011010111101001111111000001010010101010101001,112,0110001101101100011001110110101001110110011100010110111001100010011011010111101001111111000001010010101010101001,0.01,0
4220,crc,demsmxcnmdr,11,0110010001100101011011010111001101101101011110000110001101101110011011010110010001110010,88,011001000110010101101101011100110110110101111000011000110110111001101101011001000111001011000100010110011010001000000110,120,011001000110010101101101011100110110110101111000011000110110111001101101011001000111001011000100010110011010001000000110,0.01,0
4221,crc,mmlijyhgem,10,01101101011011010110110001101001011010100111100101101000011001110110010101101101,80,0110110101101101011011000110100101101010011110010110100001100111011001010110110100110110111110110001001101001011,112,0110110101101101011011000110100101101010011110010110100001100111011001010110110100110110111110110101000101001011,0.01,2
4222,crc,ugbnthmej,9,011101010110011101100010011011100111010001101000011011010110010101101010,72,01110101011001110110001001101110011101000110100001101101011001010110101010101111111001101101111001000100,104,01110101011001110110001001101110011101000110100001101101011001010110101010111111111001101101111001000100,0.01,1
4223,crc,aemzzrzij,9,011000010110010101101101011110100111101001110010011110100110100101101010,72,01100001011001010110110101111010011110100111001001111010011010010110101001000111101010000000100101000011,104,01100001011001010110110100111010011110100111011001111010011010010110101001000111101010000000100101000011,0.01,2
4224,crc,ikgycecypvfzc,13,01101001011010110110011101111001011000110110010101100011011110010111000001110110011001100111101001100011,104,0110100101101011011001110111100101100011011001010110001101111001011100000111011001100110011110100110001100111101010000000110001110010111,136,0110100101101011011001110111100101100011011001010110001101111001011100001111011001100110011110110110101100111101010000000110001110010111,0.01,3
4225,crc,aejewhbhvpwpu,13,01100001011001010110101001100101011101110110100001100010011010000111011001110000011101110111000001110101,104,0110000101100101011010100110010101110111011010000110001001101000011101100111000001110111011100000111010111000101010101001010110101000011,136,0110000101100101011010100110010101110111011010000110001001101000011101100111000001110111011100001111010111000101010101001010110101000011,0.01,1
4226,crc,eogvjktfox,10,01100101011011110110011101110110011010100110101101110100011001100110111101111000,80,0110010101101111011001110111011001101010011010110111010001100110011011110111100001010001001110011100000111011011,112,0110010101101111011001110111011001101010111010110011010001100110011010110111100001010001001110011100000111011011,0.01,3
4227,crc,lsxyginjif,10,01101100011100110111100001111001011001110110100101101110011010100110100101100110,80,0110110001110011011110000111100101100111011010010110111001101010011010010110011011101000101111101001110011011110,112,0110110001110011011110000111100101100111011010010110111001001010011010010110011011101000101111101001110011011110,0.01,1
4228,crc,bdyua,5,0110001001100100011110010111010101100001,40,011000100110010001111001011101010110000110100010010010010011110011000110,72,011000100110010001111000011101010110000110100010010010010011110011000110,0.01,1
4229,crc,urkitcvbdilq,12,011101010111001001101011011010010111010001100011011101100110001001100100011010010110110001110001,96,01110101011100100110101101101001011101000110001101110110011000100110010001101001011011000111000100001001011100001110010111011000,128,01110101011100100110101101101001011101000110001101110110011000100110010001101001011011000111100100001001011100001110010111011000,0.01,1
4230,crc,ezfpxrmafao,11,0110010101111010011001100111000001111000011100100110110101100001011001100110000101101111,88,011001010111101001100110011100000111100001110010011011010110000101100110011000010110111110111110101000100111011111011000,120,011001010111101001100110011100000111100001110010011011010110000101100110011000010110111110111110101000100111011111011000,0.01,0
4231,crc,orldscie,8,0110111101110010011011000110010001110011011000110110100101100101,64,011011110111001001101100011001000111001101100011011010010110010110111110011001101000110111100010,96,011011110111001001101100011001000111001101100011011010010110010010111110011001101000110011100010,0.01,2
4232,crc,gqpuwvuuv,9,011001110111000101110000011101010111011101110110011101010111010101110110,72,01100111011100010111000001110101011101110111011001110101011101010111011010110101110001000001010100001010,104,01100111011100010111000001110101011101110111011001110101011100010111011000110101110001000001010100001010,0.01,2
4233,crc,mfdecqkvj,9,011011010110011001100100011001010110001101110001011010110111011001101010,72,01101101011001100110010001100101011000110111000101101011011101100110101011100111111100001001010111101101,104,01101101011001100110010001100101011000110111000101101011011101100110101011100111111100001001010111101101,0.01,0
4234,crc,yklygasycudfk,13,01111001011010110110110001111001011001110110000101110011011110010110001101110101011001000110011001101011,104,0111100101101011011011000111100101100111011000010111001101111001011000110111010101100100011001100110101111001010110000111100001010001100,136,0111100101101011011011000111100101100111011000010111001101111001011000110111010101100100011001100110101111001010110010111101001010001100,0.01,2
4235,crc,hcntphsepxpda,13,01101000011000110110111001110100011100000110100001110011011001010111000001111000011100000110010001100001,104,0110100001100011011011100111010001110000011010000111001101100101011100000111100001110000011001000110000110110111110100001011101010010000,136,0110100001100011010001100111010001110000011010000111001101100101010100000111100001110000011001000110000110110111110100001011101010010000,0.01,3
4236,crc,rhmlg,5,0111001001101000011011010110110001100111,40,011100100110100001101101011011000110011111100001001100110001001101111101,72,011100100110100001101101011011000110011101100001001100110001001101111101,0.01,1
4237,crc,foofemwoy,9,011001100110111101101111011001100110010101101101011101110110111101111001,72,01100110011011110110111101100110011001010110110101110111011011110111100101100001011101001001100100011010,104,11100110011011110110111101100110011001110110110101110111011011110111100100100000011101001001100100011010,0.01,4
4238,crc,lteahfkmfl,10,01101100011101000110010101100001011010000110011001101011011011010110011001101100,80,0110110001110100011001010110000101101000011001100110101101101101011001100110110000011001100010100011000100100110,112,0110110001111100011001010110000101101000011001100110100101101101011001100110110000011001100010100011000100100110,0.01,2
4239,crc,usyujvwic,9,011101010111001101111001011101010110101001110110011101110110100101100011,72,01110101011100110111100101110101011010100111011001110111011010010110001111110000000100010000001110111000,104,01110101011100010111100101110101011010100111011001110111011010000110001111110000000100010000001110111000,0.01,2
