NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
5204,crc,zpgyfa,6,011110100111000001100111011110010110011001100001,48,01111010011100000110011101111001011001100110000100010110011010100110111001000001,80,01111010011100000111011101111001011001100110000100010110011010100110111001000001,0.005,1
5205,crc,hqwlkqpwqaxjof,14,0110100001110001011101110110110001101011011100010111000001110111011100010110000101111000011010100110111101100110,112,011010000111000101110111011011000110101101110001011100000111011101110001011000010111100001101010011011110110011010000001010100101000001101100000,144,011010000111000101110111011011000110101101110001011100000111011101110001011000010111100001101010011011110110011010000001010100101000001101100000,0.005,0
5206,crc,xodlkgu,7,01111000011011110110010001101100011010110110011101110101,56,0111100001101111011001000110110001101011011001110111010111101000010110100011100110011001,88,0111100001101111011001000110110001101011011001110111010111101000010110100011100110011001,0.005,0
5207,crc,ujvmzsfhplzwt,13,01110101011010100111011001101101011110100111001101100110011010000111000001101100011110100111011101110100,104,0111010101101010011101100110110101111010011100110110011001101000011100000110110001111010011101110111010011110101100001010010111000111010,136,0111010101101010011101100110110101111010011100110110011001101000011100000110110001111010011101110111010011110101100001010010111000111010,0.005,0
5208,crc,tzvezezqtpmz,12,011101000111101001110110011001010111101001100101011110100111000101110100011100000110110101111010,96,01110100011110100111011001100101011110100110010101111010011100010111010001110000011011010111101011110111100011011001110000110110,128,01110100011110100111011001100101011110100110010101111010011100010111010001110000011011010111101011110111100011011101110000110110,0.005,1
5209,crc,uhcepy,6,011101010110100001100011011001010111000001111001,48,01110101011010000110001101100101011100000111100100100010000001101110000000010101,80,01110101011010000110001101100101011100000111100100100010000001101110000000010101,0.005,0
5210,crc,umzlitjhzammfrq,15,011101010110110101111010011011000110100101110100011010100110100001111010011000010110110101101101011001100111001001110001,120,01110101011011010111101001101100011010010111010001101010011010000111101001100001011011010110110101100110011100100111000100111111101010111011110000000110,152,01110101011011010111101001101100011010010111010001101010011010000111101001100001011011010010110101100110011100100111000100111111001010111011110000000110,0.005,2
5211,crc,flhdp,5,0110011001101100011010000110010001110000,40,011001100110110001101000011001000111000010110110111100000111100001001100,72,011101100110110001101000011001000111000010110110111100000111100001001100,0.005,1
5212,crc,sqdsodkwlcgaebi,15,011100110111000101100100011100110110111101100100011010110111011101101100011000110110011101100001011001010110001001101001,120,01110011011100010110010001110011011011110110010001101011011101110110110001100011011001110110000101100101011000100110100100001110110010001111101010000101,152,01110011011100010110010001110011011011110110010001101011011101110110110001100011011001110110000101100101011000100110100100001110110010001111101010000101,0.005,0
5213,crc,dvqhokzkdkm,11,0110010001110110011100010110100001101111011010110111101001101011011001000110101101101101,88,011001000111011001110001011010000110111101101011011110100110101101100100011010110110110100101110010101110100101010011101,120,011001000111011001110001011010000110111101101011011110100110111100100100011010110110110100101110010101110100101010011101,0.005,2
5214,crc,sacefmnazdimdv,14,0111001101100001011000110110010101100110011011010110111001100001011110100110010001101001011011010110010001110110,112,011100110110000101100011011001010110011001101101011011100110000101111010011001000110100101101101011001000111011000001011001101111110101001100110,144,011100110110000101100011011001010110011001101101011011100110000101111010011001000110100101101101011001000111011000001011001101111110101001100110,0.005,0
5215,crc,wcsoqvbblbvt,12,011101110110001101110011011011110111000101110110011000100110001001101100011000100111011001110100,96,01110111011000110111001101101111011100010111011001100010011000100110110001100010011101100111010000100001101101111110110000000000,128,01110111011000110111001101101111011100010111011001100000011000100110110001100010011101100111010000100001101101111110110000000000,0.005,1
5216,crc,snribrayg,9,011100110110111001110010011010010110001001110010011000010111100101100111,72,01110011011011100111001001101001011000100111001001100001011110010110011111111000101100000001110111001110,104,01110011011011100111001001101001011000100111001001100001011110010110011111111000101100000001110111001110,0.005,0
5217,crc,rajvj,5,0111001001100001011010100111011001101010,40,011100100110000101101010011101100110101001010111111010001100110000010100,72,011100100110000101101010011101100110101001010111111010001100110000010100,0.005,0
5218,crc,ajvcfor,7,01100001011010100111011001100011011001100110111101110010,56,0110000101101010011101100110001101100110011011110111001001010110111101110010100101111011,88,0110000101101010011101100110001101100110011011110111001001010110111101110011100101111011,0.005,1
5219,crc,fnuzaz,6,011001100110111001110101011110100110000101111010,48,01100110011011100111010101111010011000010111101010000000110111001111101100100100,80,01100110011011100111010101111010011000010111101010000000110111001111101100100100,0.005,0
5220,crc,pabvvdcnryng,12,011100000110000101100010011101100111011001100100011000110110111001110010011110010110111001100111,96,01110000011000010110001001110110011101100110010001100011011011100111001001111001011011100110011110010111011101001010110101010010,128,01110000011000010110001001110110011101100110010001100011011011100111001001111001011011100110011110010111011101001010110101010010,0.005,0
5221,crc,iszzisgcqfqe,12,011010010111001101111010011110100110100101110011011001110110001101110001011001100111000101100101,96,01101001011100110111101001111010011010010111001101100111011000110111000101100110011100010110010101100000011010100001011001001100,128,01101001011100110111101001111010011010010111001101100111011000110111000101100110011100010110010101000000011010100001011001001100,0.005,1
5222,crc,unbdlff,7,01110101011011100110001001100100011011000110011001100110,56,0111010101101110011000100110010001101100011001100110011010010000110011110011000010101001,88,0111010101101110011000100110010001101100011001100110011010010000110011010011000010101001,0.005,1
5223,crc,jdrufdbzzk,10,01101010011001000111001001110101011001100110010001100010011110100111101001101011,80,0110101001100100011100100111010101100110011001000110001001111010011110100110101100000001000000111000001101101110,112,0110101001100100011100100111010101100110011001000110001001111010011110100110101100000001000000111000001101101100,0.005,1
5224,crc,ujkmojrv,8,0111010101101010011010110110110101101111011010100111001001110110,64,011101010110101001101011011011010110111101101010011100100111011000101111101011110111100110001101,96,011101010110101001101011011011010110111101101010011100100111011000101111101011110111100110001101,0.005,0
5225,crc,xypfbosrhzny,12,011110000111100101110000011001100110001001101111011100110111001001101000011110100110111001111001,96,01111000011110010111000001100110011000100110111101110011011100100110100001111010011011100111100110010001000010111100101001110100,128,01111000011110010111000001100110011000100110111101110011011100100110100001111010011011100111100110010001000010111100101001110100,0.005,0
5226,crc,yahpsmtcwmy,11,0111100101100001011010000111000001110011011011010111010001100011011101110110110101111001,88,011110010110000101101000011100000111001101101101011101000110001101110111011011010111100101111111001110010110101010001111,120,011110010110000101101000011100000111001101101101011101000110001101110111011011010111100101111111001110010110101010001110,0.005,1
5227,crc,tbenfqjq,8,0111010001100010011001010110111001100110011100010110101001110001,64,011101000110001001100101011011100110011001110001011010100111000111011100010001000010001000110101,96,011101000110001001100101011011100110011001110001011010100111000111011100010001000010001000110101,0.005,0
5228,crc,lmyedyqckor,11,0110110001101101011110010110010101100100011110010111000101100011011010110110111101110010,88,011011000110110101111001011001010110010001111001011100010110001101101011011011110111001001110111010000100000011101010110,120,011011000110110101111001011001010110010001111001011100010110001101101011011011110111001001110111010000100000011101010110,0.005,0
5229,crc,zaqtvyzcqxw,11,0111101001100001011100010111010001110110011110010111101001100011011100010111100001110111,88,011110100110000101110001011101000111011001111001011110100110001101110001011110000111011111000011001111011001000010110100,120,011110100110000101110001011101000111011001111001011110100110001101110001011110000111011111000011001111011001000010110100,0.005,0
5230,crc,nqssdf,6,011011100111000101110011011100110110010001100110,48,01101110011100010111001101110011011001000110011011001101111100111011010101000011,80,01101110011100010111001101110011011001000110011011001101111100111011010101000011,0.005,0
5231,crc,gganorsvpa,10,01100111011001110110000101101110011011110111001001110011011101100111000001100001,80,0110011101100111011000010110111001101111011100100111001101110110011100000110000101101001101101110011000100000111,112,0110011101100111011000010110111001101111011100100111001101110110011100000110000101101001101101110011000100000111,0.005,0
5232,crc,xszxyhvn,8,0111100001110011011110100111100001111001011010000111011001101110,64,011110000111001101111010011110000111100101101000011101100110111000100111100100001111110111110010,96,011110000111001101111010011110000111100101101000011101100110111000100111100100001111110111010010,0.005,1
5233,crc,ajsdwynrhbw,11,0110000101101010011100110110010001110111011110010110111001110010011010000110001001110111,88,011000010110101001110011011001000111011101111001011011100111001001101000011000100111011110011100001011110101100101001001,120,011000010110101001111011011001000111011101111001011011100111001001101000011000100111011110011100001011110101100101001001,0.005,1
5234,crc,yynehrymqt,10,01111001011110010110111001100101011010000111001001111001011011010111000101110100,80,0111100101111001011011100110010101101000011100100111100101101101011100010111010011111001111110000001011000001110,112,0111100101111001011011100110010101101000011100100111100101101101011100010111010011111001111110000001011000001110,0.005,0
5235,crc,kakucay,7,01101011011000010110101101110101011000110110000101111001,56,0110101101100001011010110111010101100011011000010111100101111010110110001110101101101011,88,0110101101100001011010110111010101100011011100010111100101111010110110001110111101101011,0.005,2
5236,crc,aqkhgxborhxzxxk,15,011000010111000101101011011010000110011101111000011000100110111101110010011010000111100001111010011110000111100001101011,120,01100001011100010110101101101000011001110111100001100010011011110111001001101000011110000111101001111000011110000110101101001110001010010011100000110011,152,01100001011100010110101101101000011001110111100001100011011011110111001001101000011110000111101001111000011110000110101101001110001010010011100000110011,0.005,1
5237,crc,ohose,5,0110111101101000011011110111001101100101,40,011011110110100001101111011100110110010101011001100100111111101110010010,72,011011110110100001101111011100110110010101011001100100111111101110010010,0.005,0
5238,crc,naltzyftkd,10,01101110011000010110110001110100011110100111100101100110011101000110101101100100,80,0110111001100001011011000111010001111010011110010110011001110100011010110110010000100111110001110101101111111001,112,0110111001100001011011000111010001111010011110010110011001110100011010110110010000100111110001110101101111111001,0.005,0
5239,crc,xsojqidzvpz,11,0111100001110011011011110110101001110001011010010110010001111010011101100111000001111010,88,011110000111001101101111011010100111000101101001011001000111101001110110011100000111101000110010101011100010111110001001,120,011110000111001101101111011010100111000101101001011001000111111001110110011100000111101000110010101011100010111110001001,0.005,1
5240,crc,inveo,5,0110100101101110011101100110010101101111,40,011010010110111001110110011001010110111100011100000000101001010111011000,72,011010010110111001110110011001010110111100011100000000101001010111011000,0.005,0
5241,crc,zdcdnujmvjd,11,0111101001100100011000110110010001101110011101010110101001101101011101100110101001100100,88,011110100110010001100011011001000110111001110101011010100110110101110110011010100110010010000001010100001101010111000111,120,011110100110010001100011011001000110111001110101011010100110110101110110011010100110010010000001010100001101010111000111,0.005,0
5242,crc,lbiakra,7,01101100011000100110100101100001011010110111001001100001,56,0110110001100010011010010110000101101011011100100110000111100000110000001011110010011111,88,0110110001100010011010010110000101101011011100100110000111100000110000001011110010011111,0.005,0
5243,crc,pxrlsu,6,011100000111100001110010011011000111001101110101,48,01110000011110000111001001101100011100110111010111010111110001001111001010111001,80,01110000011110000111001001101100011100110111010111010111110001001111001010111001,0.005,0
5244,crc,hhpivnv,7,01101000011010000111000001101001011101100110111001110110,56,0110100001101000011100000110100101110110011011100111011001101100000010101000111001001111,88,0110100001101000011100000110100101110110011011100111011001101100000010101000111001001111,0.005,0
5245,crc,ksxeycfwtdcp,12,011010110111001101111000011001010111100101100011011001100111011101110100011001000110001101110000,96,01101011011100110111100001100101011110010110001101100110011101110111010001100100011000110111000010011111111101110010101000101000,128,01101011011100110111100001100101011110010110001101100110011101110111010001100100011000110111000010011111111101110010101000101000,0.005,0
5246,crc,dzniergoezwoan,14,0110010001111010011011100110100101100101011100100110011101101111011001010111101001110111011011110110000101101110,112,011001000111101001101110011010010110010101110010011001110110111101100101011110100111011101101111011000010110111011101000000001001010000100110011,144,011001000111101001101110011010010110010101110010011001110110111101100101011110100111011101101111011000010110111011101000000001001010000100110011,0.005,0
5247,crc,rpipqspsbtcqv,13,01110010011100000110100101110000011100010111001101110000011100110110001001110100011000110111000101110110,104,0111001001110000011010010111000001110001011100110111000001110011011000100111010001100011011100010111011001001010111000110011011100011100,136,0111001001110000011010010111000001110001011100110101000001110011011000100111010001100011011100010111011001001010111000110011011100011100,0.005,1
5248,crc,gdwkm,5,0110011101100100011101110110101101101101,40,011001110110010001110111011010110110110110111101110000001110110101001000,72,011001110110010001110111011000110110110110111101110000001110110101001000,0.005,1
5249,crc,hfdgvu,6,011010000110011001100100011001110111011001110101,48,01101000011001100110010001100111011101100111010111100011110000010100100001001011,80,01101000011001100110010001100111011101100111010111100011110000010100100001001011,0.005,0
5250,crc,fysqpepemfpb,12,011001100111100101110011011100010111000001100101011100000110010101101101011001100111000001100010,96,01100110011110010111001101110001011100000110010101110000011001010110110101100110011100000110001011100101110010000110110000011100,128,01100110011110010111001101110001011100000110010101110000011001010110110101100110011100000110001011100101110010000110110000011100,0.005,0
5251,crc,hrdncii,7,01101000011100100110010001101110011000110110100101101001,56,0110100001110010011001000110111001100011011010010110100100011110010101000101110011100000,88,0110100001110010011001000110111001100011011010010110100100011110010101000101110011100000,0.005,0
5252,crc,skubxc,6,011100110110101101110101011000100111100001100011,48,01110011011010110111010101100010011110000110001111110110011110010001010001101100,80,01110011011010110111010101100010011110000110001111110110011110010001010001101100,0.005,0
5253,crc,nierykwfkfx,11,0110111001101001011001010111001001111001011010110111011101100110011010110110011001111000,88,011011100110100101100101011100100111100101101011011101110110011001101011011001100111100011011011110100011001111011100001,120,011011100110100101100101011100100111100101101011011101110110011001101011011000100111100011011011110100011001111011100001,0.005,1
5254,crc,saywhmontioduk,14,0111001101100001011110010111011101101000011011010110111101101110011101000110100101101111011001000111010101101011,112,011100110110000101111001011101110110100001101101011011110110111001110100011010010110111101100100011101010110101111100111010101100101110001101110,144,011100110110000101111001011101110110100001101101011011110110111001110100011010010110111101100100011101010110101111100111010101100101110001101110,0.005,0
5255,crc,umonaidqebwwzo,14,0111010101101101011011110110111001100001011010010110010001110001011001010110001001110111011101110111101001101111,112,011101010110110101101111011011100110000101101001011001000111000101100101011000100111011101110111011110100110111101101010110101111100110001100110,144,011101010110110101101111111011100110000101101001011001000111000101100101011000100111011101110111011110100110111101101010110101111100110001100110,0.005,1
5256,crc,nhssvollinasxn,14,0110111001101000011100110111001101110110011011110110110001101100011010010110111001100001011100110111100001101110,112,011011100110100001110011011100110111011001101111011011000110110001101001011011100110000101110011011110000110111011010100111111101000101100010100,144,011011100110100001110011011100110111011001101111011011000110110001101001011011110110000101110011011110000110111011010100111111101000101100010100,0.005,1
5257,crc,whupktejch,10,01110111011010000111010101110000011010110111010001100101011010100110001101101000,80,0111011101101000011101010111000001101011011101000110010101101010011000110110100000110010000111001011101110101011,112,0111011101101000011101010111000001101011011101000110010101101010011000110110100000110010000111001011101110101011,0.005,0
5258,crc,lejtdglvgdrubtr,15,011011000110010101101010011101000110010001100111011011000111011001100111011001000111001001110101011000100111010001110010,120,01101100011001010110101001110100011001000110011101101100011101100110011101100100011100100111010101100010011101000111001001110100010101000111011111001001,152,01101100011001010110101001110100011001000110011101101100011101100110011101100100011100100111010101100010011101000111001001110100010101000111011111001001,0.005,0
5259,crc,lavgwx,6,011011000110000101110110011001110111011101111000,48,01101100011000010111011001100111011101110111100001010111110010100000010010100101,80,01101100011000010111011001100111011101110111100001010111110010100000010010100101,0.005,0
5260,crc,dtpvjq,6,011001000111010001110000011101100110101001110001,48,01100100011101000111000001110110011010100111000110101101101001101101110000011001,80,01100100011101000111000001110110011010100111000110101101101001101101110000011001,0.005,0
5261,crc,rbewpkkufzhhz,13,01110010011000100110010101110111011100000110101101101011011101010110011001111010011010000110100001111010,104,0111001001100010011001010111011101110000011010110110101101110101011001100111101001101000011010000111101011000010000111110000001100010100,136,0111001001100010011001010111011101110000011010110110101101110101011001100111101001101000011010000111101011000010000111110000001100010100,0.005,0
5262,crc,pmiicht,7,01110000011011010110100101101001011000110110100001110100,56,0111000001101101011010010110100101100011011010000111010010100111101111111001111110010111,88,0111000001101101011010010110100101100011011010000111010010100111101111111001111110010111,0.005,0
5263,crc,ghizvkmfb,9,011001110110100001101001011110100111011001101011011011010110011001100010,72,01100111011010000110100101111010011101100110101101101101011001100110001000100011001100111001010100010111,104,01100101011010000110100101111010011001100110101101101101011001100110001000100011001100111001010100010111,0.005,2
5264,crc,vxtso,5,0111011001111000011101000111001101101111,40,011101100111100001110100011100110110111110010100110111001111110001110001,72,011101100111100001110100011100110110111110010100110111001111110001110001,0.005,0
5265,crc,yuljvzopocalbz,14,0111100101110101011011000110101001110110011110100110111101110000011011110110001101100001011011000110001001111010,112,011110010111010101101100011010100111011001111010011011110111000001101111011000110110000101101100011000100111101011010100011111110100100011111111,144,011110010111010101101100011010100111011001111010011011110111000001101111011000110110000101101100011000100111101011010100011111110100100011111111,0.005,0
5266,crc,lwitstzyrcocv,13,01101100011101110110100101110100011100110111010001111010011110010111001001100011011011110110001101110110,104,0110110001110111011010010111010001110011011101000111101001111001011100100110001101101111011000110111011010000100011010011111100000100111,136,0110110001110111011010010111010001110011011101000111101001111001011100100110001101101111011000110111011010000100011010011111110000100111,0.005,1
5267,crc,rqdcdjbkqeljmnf,15,011100100111000101100100011000110110010001101010011000100110101101110001011001010110110001101010011011010110111001100110,120,01110010011100010110010001100011011001000110101001100010011010110111000101100101011011000110101001101101011011100110011001000011111011000100001001111111,152,01110010011100010110010001100011011001000110101001110010011010110111000101100101011011000110101001101101011011100110011001000011111011000100001001111111,0.005,1
5268,crc,klgjpy,6,011010110110110001100111011010100111000001111001,48,01101011011011000110011101101010011100000111100101101010011001001111010101010100,80,01101011011011000110011101101010011100000111100101101010011001001111010101010100,0.005,0
5269,crc,tdnsmechidokrmo,15,011101000110010001101110011100110110110101100101011000110110100001101001011001000110111101101011011100100110110101101111,120,01110100011001000110111001110011011011010110010101100011011010000110100101100100011011110110101101110010011011010110111110000011000010000010101001101101,152,01110100011001000110111001110011011011010110010101100011011010000111100101100100011011110110101101110010011011010110111110000010000110000010101001101101,0.005,3
5270,crc,rkawxmiypdtzx,13,01110010011010110110000101110111011110000110110101101001011110010111000001100100011101000111101001111000,104,0111001001101011011000010111011101111000011011010110100101111001011100000110010001110100011110100111100010101110001001010011100110101111,136,0111001001101011011000010111011101111000011011010110100001111001011100000110010001110100011110100111100010101110001001010011100110101111,0.005,1
5271,crc,oygbp,5,0110111101111001011001110110001001110000,40,011011110111100101100111011000100111000010000001001000010101110100101011,72,011011110111100101100111011000100111000010000001001000010101110100101011,0.005,0
5272,crc,uxfbuqgysasrcsr,15,011101010111100001100110011000100111010101110001011001110111100101110011011000010111001101110010011000110111001101110010,120,01110101011110000110011001100010011101010111000101100111011110010111001101100001011100110111001001100011011100110111001011011101010001101110000001111011,152,01110101011110000110011001100010011101010111000101100111011110010111001101100001011100110111001001100011011101110111001011011101010001101110000001111011,0.005,1
5273,crc,brwszgrazpx,11,0110001001110010011101110111001101111010011001110111001001100001011110100111000001111000,88,011000100111001001110111011100110111101001100111011100100110000101111010011100000111100001010010011110000000110111101111,120,011000100111001001110111011100110111101001100111011100100110000101111010011100010111100001010010011110000000110111101111,0.005,1
5274,crc,iukigqoac,9,011010010111010101101011011010010110011101110001011011110110000101100011,72,01101001011101010110101101101001011001110111000101101111011000010110001101000111011101000111000010010101,104,01101001011101010110101101101001011001110101000101101111011000010110001101000111011101000111000010010101,0.005,1
5275,crc,uvhnp,5,0111010101110110011010000110111001110000,40,011101010111011001101000011011100111000001010100111110111100101001101111,72,011101010111011001101000011011100111000001010100111110111100101001101111,0.005,0
5276,crc,nbqkaye,7,01101110011000100111000101101011011000010111100101100101,56,0110111001100010011100010110101101100001011110010110010110100001011111000000100110010101,88,0110111001100010011100010110101101100001011110010110010110100001111111000000100110010101,0.005,1
5277,crc,jyhgiyrqlin,11,0110101001111001011010000110011101101001011110010111001001110001011011000110100101101110,88,011010100111100101101000011001110110100101111001011100100111000101101100011010010110111011010011010111111101010010000000,120,011010100111100101101000011001110110100101111001011100100111000101101100011010010110111011010011010111111101010010000000,0.005,0
5278,crc,mnsqcjspnyugko,14,0110110101101110011100110111000101100011011010100111001101110000011011100111100101110101011001110110101101101111,112,011011010110111001110011011100010110001101101010011100110111000001101110011110010111010101100111011010110110111111000011100110101101001101000111,144,011011010110111001110011011100010110001101101010011100110111000001101110011110010111010101100111011010110110111111000011100110101101001101000111,0.005,0
5279,crc,zvralttplqew,12,011110100111011001110010011000010110110001110100011101000111000001101100011100010110010101110111,96,01111010011101100111001001100001011011000111010001110100011100000110110001110001011001010111011100011110101100010010100001111101,128,01111010011101100111001001100001011011000111010001110100011100000110110001110001011001010111011100011110101100010010100001111101,0.005,0
5280,crc,rvwebav,7,01110010011101100111011101100101011000100110000101110110,56,0111001001110110011101110110010101100010011000010111011011110010001110010101101011101111,88,0111001001110110011101110110010101100010011000010111011011110010001110010101101011101111,0.005,0
5281,crc,popefkmybwcb,12,011100000110111101110000011001010110011001101011011011010111100101100010011101110110001101100010,96,01110000011011110111000001100101011001100110101101101101011110010110001001110111011000110110001010001110011011100011001001000010,128,01110000011011110111000001100101011001100110101101101101011110010110001001110111011000110110001010001110011011101011001001000011,0.005,2
5282,crc,sablpnakadqcfd,14,0111001101100001011000100110110001110000011011100110000101101011011000010110010001110001011000110110011001100100,112,011100110110000101100010011011000111000001101110011000010110101101100001011001000111000101100011011001100110010010110010000111111010101111101100,144,011100110110000101100010011011000111000001101110011000010110101101100001011001000111000101100011011001100110010010110010000111111010101111101100,0.005,0
5283,crc,jnlkznx,7,01101010011011100110110001101011011110100110111001111000,56,0110101001101110011011000110101101111010011011100111100011001100011101110001101000010000,88,0110101001101110011011000110101101111010011011100111100011001100011101110001101000010000,0.005,0
5284,crc,vwxepqtwckgl,12,011101100111011101111000011001010111000001110001011101000111011101100011011010110110011101101100,96,01110110011101110111100001100101011100000111000101110100011101110110001101101011011001110110110010101010011101100011000110110100,128,01110110011101110111100001100101011100000111000101110100011101110110001101101011011001110111110010101010011101100011000110110100,0.005,1
5285,crc,lqvvl,5,0110110001110001011101100111011001101100,40,011011000111000101110110011101100110110000100100011111100100110101001001,72,011011000111000101110110011101100110110000100100011111100100110101001001,0.005,0
5286,crc,wpjwtzoskd,10,01110111011100000110101001110111011101000111101001101111011100110110101101100100,80,0111011101110000011010100111011101110100011110100110111101110011011010110110010010110101101011011111011001011100,112,0111011101110000011011100111011101110100011110100110111101110011001010110110010010110101101011011111011001011100,0.005,2
5287,crc,utihsmkoef,10,01110101011101000110100101101000011100110110110101101011011011110110010101100110,80,0111010101110100011010010110100001110011011011010110101101101111011001010110011011010110101110110110011001100010,112,0111010101110100011010010110100001110011011011010110101101101111011001010110011011010110101110110110011001100010,0.005,0
5288,crc,yjzxyetdq,9,011110010110101001111010011110000111100101100101011101000110010001110001,72,01111001011010100111101001111000011110010110010101110100011001000111000111011001000110100111011110010000,104,01111001011010110111101001111000011110010110010101110100011101000111000111011001000110100111011110010000,0.005,2
5289,crc,hkfewjzfrsbped,14,0110100001101011011001100110010101110111011010100111101001100110011100100111001101100010011100000110010101100100,112,011010000110101101100110011001010111011101101010011110100110011001110010011100110110001001110000011001010110010000000110110101000100010001000101,144,011010000110101101100110011001010111011101101010011110100110011001110010011100110110001001110000011001010110010000000110110101000100010001000101,0.005,0
5290,crc,pijkevxrbpedrx,14,0111000001101001011010100110101101100101011101100111100001110010011000100111000001100101011001000111001001111000,112,011100000110100101101010011010110110010101110110011110000111001001100010011100000110010101100100011100100111100000001111000010000111100101000100,144,011100000110100101101010011010110110010101110110011110000111001001100010011100000110010101100100011100100111100000001111000010000111100101000100,0.005,0
5291,crc,vcpgneqjlxp,11,0111011001100011011100000110011101101110011001010111000101101010011011000111100001110000,88,011101100110001101110000011001110110111001100101011100010110101001101100011110000111000010001000111110100011101110010111,120,011101100110001101110000011001110110110011100101011100010110101001101100011110000111000010001000111110100011101110010111,0.005,2
5292,crc,seuecmkqwnsuvfi,15,011100110110010101110101011001010110001101101101011010110111000101110111011011100111001101110101011101100110011001101001,120,01110011011001010111010101100101011000110110110101101011011100010111011101101110011100110111010101110110011001100110100100100010010100100011110001110110,152,01110011011001010111010101101101011000110110110101101011011100010111011101101110011100110111010101110110011001100110100100100010010100100011110001110110,0.005,1
5293,crc,mqehoezqwwm,11,0110110101110001011001010110100001101111011001010111101001110001011101110111011101101101,88,011011010111000101100101011010000110111101100101011110100111000101110111011101110110110110111011010100111110101011100011,120,011011010111000101100101011010000110111101100101011110100111000101110111011101110110110110111011010101111110101011100011,0.005,1
5294,crc,vtrvmcfi,8,0111011001110100011100100111011001101101011000110110011001101001,64,011101100111010001110010011101100110110101100011011001100110100110100011010101100100010110011001,96,011101100111010001110010011101100110110101100011011001100110100110100011010101100100010110011001,0.005,0
5295,crc,qrejslgyxjlqmct,15,011100010111001001100101011010100111001101101100011001110111100101111000011010100110110001110001011011010110001101110100,120,01110001011100100110010101101010011100110110110001100111011110010111100001101010011011000111000101101101011000110111010000110101110101000001010001000010,152,01110101011100100110010101101010011100110110010001100111011110010111100001101010011011000111000101101101011000110111010000110101110101000001010001000010,0.005,2
5296,crc,zjhztb,6,011110100110101001101000011110100111010001100010,48,01111010011010100110100001111010011101000110001010000111111000100110111000000100,80,01111010011010100110110001111010011101000110001010000111111000100110111000000100,0.005,1
5297,crc,jzbcfhepqt,10,01101010011110100110001001100011011001100110100001100101011100000111000101110100,80,0110101001111010011000100110001101100110011010000110010101110000011100010111010000100110111110000000011000000010,112,0110101001111010011001100110000101100110011010000110010101110000011100010111010000100110111110000000011000000010,0.005,2
5298,crc,nmllnfy,7,01101110011011010110110001101100011011100110011001111001,56,0110111001101101011011000110110001101110011001100111100110000111100010101100010100100110,88,0110111001101101011011000110110001101110011001100111100110000111000010101100010100100110,0.005,1
5299,crc,nunwqueq,8,0110111001110101011011100111011101110001011101010110010101110001,64,011011100111010101101110011101110111000101110101011001010111000111011001001011100111001110010011,96,011011100111010101101110011101110111000101110101011001010111000111011001001011100111001110010011,0.005,0
5300,crc,felwl,5,0110011001100101011011000111011101101100,40,011001100110010101101100011101110110110010111001000111111000001011000111,72,011001100110010101101100011101110110110010111001000111111000001011000111,0.005,0
5301,crc,ekeqdu,6,011001010110101101100101011100010110010001110101,48,01100101011010110110010101110001011001000111010101111111001011000101011101010000,80,01100101011010110110010101110001011001000111010101111111001011000101011101010000,0.005,0
5302,crc,tzeqqxgfb,9,011101000111101001100101011100010111000101111000011001110110011001100010,72,01110100011110100110010101110001011100010111100001100111011001100110001011011000100111001110011011110101,104,01110100011110100110010101110001011100010111100001100111011001100110001011011000110111001110011011110101,0.005,1
5303,crc,ppoksxvxxydb,12,011100000111000001101111011010110111001101111000011101100111100001111000011110010110010001100010,96,01110000011100000110111101101011011100110111100001110110011110000111100001111001011001000110001011100001011000000110110101111010,128,01110000011100000110111101101011011000110111100001110110011110000111100001111001011001000110001011100001011000000110110101111010,0.005,1
5304,crc,rnzvinaxrcu,11,0111001001101110011110100111011001101001011011100110000101111000011100100110001101110101,88,011100100110111001111010011101100110100101101110011000010111100001110010011000110111010100010010100101100000111100111010,120,011100100110111001111010011101000110100101101110011000010111100001110010011000110111010100010010100101100000111100111010,0.005,1
5305,crc,ylsvfzk,7,01111001011011000111001101110110011001100111101001101011,56,0111100101101100011100110111011001100110011110100110101100101000011001100111111011000110,88,0111100101101100011100110111011001100110011110100110101100101000011001100111111011000110,0.005,0
5306,crc,vwcaidavtbmn,12,011101100111011101100011011000010110100101100100011000010111011001110100011000100110110101101110,96,01110110011101110110001101100001011010010110010001100001011101100111010001100010011011010110111011000110010000111110010001011001,128,01110110011101110110001101100001011010010110010001100001011101100111010001100010011011010110111011000110010000111110010001011001,0.005,0
5307,crc,whybzt,6,011101110110100001111001011000100111101001110100,48,01110111011010000111100101100010011110100111010011010001011110110111010001010111,80,01110111011010000111100101100010011110100111010011010001011110110111010001010111,0.005,0
5308,crc,jvkfquyjusccu,13,01101010011101100110101101100110011100010111010101111001011010100111010101110011011000110110001101110101,104,0110101001110110011010110110011001110001011101010111100101101010011101010111001101100011011000110111010111100000110000101110001001100000,136,0110101001110110011010110110011001110001011101010110100101101010011101110111001101100011011000110111010111100000110000101110001001100000,0.005,2
5309,crc,zsydmw,6,011110100111001101111001011001000110110101110111,48,01111010011100110111100101100100011011010111011111100010110100100110100010000100,80,01111010011100110111100101100101011011010111011111100010110100100110100010000100,0.005,1
